worker	sentence	label
truenoAE101	#0347	He is responsible for the business brand development and consulting company.
truenoAE101	#0681	Directory access error occurs.
truenoAE101	#0129	The staff in charge will have a meeting with the craftsman.
truenoAE101	#0249	In the case of 2 syphilis, there is a risk of infection to all.
truenoAE101	#0455	Neighbors saw the moment of taking away children.
mekimeki	#0070	People of the committee worked on greetings.
mekimeki	#0541	One software has both functions.
mekimeki	#0288	In the committee there was the report of wanting to complete it by the end of this year.
mekimeki	#0538	All the children have such a sensitivity.
mekimeki	#0572	We have the results more than 30 years in many amusements commercial facilities.
mekimeki	#0627	The shop can eat with a calm atmosphere slowly.
mekimeki	#0562	He has two things which she likes.
mekimeki	#0141	I won it and four people reported it to Mayor Yamada yesterday.
mekimeki	#0534	It has constant influence for policymaking of the U.S. government.
mekimeki	#0320	He gives one's opinion to a teacher and a friend clearly.
mekimeki	#0308	Yamada told me to have been relieved.
mekimeki	#0526	There was much content to be able to make use of in a class immediately.
mekimeki	#0531	Such a person usually has absolute confidence toward oneself.
mekimeki	#0529	I was interested in a soft sense of touch by teeth very much.
mekimeki	#0380	I think about the method that he diets in various ways.
mekimeki	#0284	Of course, we have obligation of keeping secrecy
mekimeki	#0220	Most people train the action.
mekimeki	#0298	There is one such thing in most islands.
mekimeki	#0034	30.2% take the opinion of the salesperson into account.
mekimeki	#0156	I offer the service for the purpose of the reduction of the burden on family.
yummypong1692	#0066	Staff will assist in creating the piece. 
yummypong1692	#0157	The male fans could not keep their eyes off the two actresses.
yummypong1692	#0709	You need to be educated at school to be a player.
yummypong1692	#0099	This is only available for people who secretly enjoy disguising as a woman.
yummypong1692	#0285	Of course, the hospital and I as the director of the hospital will take full responsibility.
yummypong1692	#0029	He made it one year for deadline of submission for the plan.  
yummypong1692	#0399	Our company cares about living and health for your family. 
yummypong1692	#0011	We think that movie is from era of early Showa.
yummypong1692	#0663	I somehow get encouraged when I have some coins in my hand.
yummypong1692	#0592	Not all people have a cell phone.
sakki1201	#0364	 In providing this service,don't subjected to following acts 
sakki1201	#0370	He make a proposal of business system for company
sakki1201	#0361	He carries out management consulting service for small company
sakki1201	#0702	Periodically, subject to inspection of the institutions of local governments
sakki1201	#0331	We provide mefical information for health care workers of infectious diseases information and medical information
sakki1201	#0621	Daily calorie calculation is easily done
sakki1201	#0393	He sensitively think change the job to near company
sakki1201	#0718	He receives request of work from company at first 
sakki1201	#0739	Must receive decision of mayor
sakki1201	#0588	Such has personality in taste and smell
narukai	#0049	You are moving it to another place for 1second.
narukai	#0392	We shoud review of education for each other.
narukai	#0770	There is nothing around here.
narukai	#0221	Leftist and opponents were discussion.
narukai	#0540	Japan has the leading edge of technology.
narukai	#0549	31people with a disability.
narukai	#0769	I coud'nt count that I think missunderstood. 
narukai	#0440	It's been a while,I watched for talkshow at evening.
narukai	#0232	I am a League fan ,And I'm so exciting now.
narukai	#0215	He requests by document to all insurance company.
allearz33	#0374	He will perform the designated qualification screening for admission in advance.
allearz33	#0558	It has a major involvement with our life.
allearz33	#0628	Lately, I have not been able to quite update the blog.
allearz33	#0270	I have a tendency to get to like someone who behaves devotedly. 
allearz33	#0710	It is influenced by the Mediterranean culture, and the like. 
allearz33	#0488	For those of them who are going to buy from now, it is definitely better.
allearz33	#0325	He has performed nearly a decade of activities at areas in over 60 countries.
allearz33	#0365	He will hold a sit-in in front of the Diet and petition members of the Diet from 11:00 a.m to 1:00 a.m.
allearz33	#0626	Password change can be done easily.
allearz33	#0744	It receives many supports from women in their 30s.
Camy007	#0368	We will be inviting opinions as the follows.
Camy007	#0494	This kind is best for the balance between sweetness and sourness.
Camy007	#0728	2707 articles were designated as the important tangible folk cultural properties.
Camy007	#0377	our staff haves engine support for the day.
Camy007	#0010	I think that it wa made around Momoyama period.
Camy007	#0063	I guees that the total budget is 2.84 million yen.
Camy007	#0654	He just leave the room, after he stand up.
Camy007	#0551	I have a child with the same generation.
Camy007	#0700	I never drives fast, if the timing is wrong.
Camy007	#0042	You need the residual period with the required fixed period, for your passport.
hana-224	#0539	He doesn't really have knowledge.
hana-224	#0694	Similar scene appeared in the film.
hana-224	#0451	He watches more the goods in this category.
hana-224	#0585	He was wearing leather from top to bottom, having a camera in his hand.
hana-224	#0428	He watched the latest news after a long time.
hana-224	#0404	We shoud think the structure of society where guns can't be obtained easily.
hana-224	#0357	It will calculate the ending time automatically.
hana-224	#0631	I finally had a time to clean it up during a holiday.
hana-224	#0345	We have a meeting with the host of the event in advance.
hana-224	#0676	He walked out from the hometown ticket gate on the way home from work.
acupoftea	#0520	The current healthcare system has a lot of defects. 
acupoftea	#0106	We will reset the product to the factory settings. 
acupoftea	#0530	You should be interested in broader social issues. 
acupoftea	#0375	Cultural clubs exhibit their works. 
acupoftea	#0567	Each has the atmosphere of its own era. 
acupoftea	#0635	I still cannot post my remarks. 
acupoftea	#0707	He gained the mayor's approval in advance. 
acupoftea	#0340	If we have many applicants, he will arrange the schedule for them.  
acupoftea	#0324	A climate condition refers to a state where any selected item exceeds the defined value.  
acupoftea	#0586	He had very little accurate information. 
sakki1201	#0747	Many people receive benefit of service
sakki1201	#0360	We make various service for employees
sakki1201	#0737	 56% of the corporation has received a loan of funds
sakki1201	#0619	In the case of using this service,you can spesify date and time
sakki1201	#0546	 It has a structure similar to female hormone human
sakki1201	#0328	University mainly do a following business 
sakki1201	#0408	He tentatively look at the state of the visiting day
sakki1201	#0622	It is possible totreatment of patients with chronic pain and cancer pain
sakki1201	#0583	Not all people have their own home page
sakki1201	#0731	Watercolor course interviewed magazine
truenoAE101	#0466	It seems that various people are watching this blog.
truenoAE101	#0189	As a rule, we set the deadline for submitting the plan within one year.
truenoAE101	#0338	He actively sends out and exchanges regional child rearing information.
truenoAE101	#0282	There are such words in the Bible.
truenoAE101	#0005	I think Yamada is a type of person liked by everyone.
truenoAE101	#0151	We will not sell merchandise to residents of Europe.
truenoAE101	#0348	For data registration, we first register the category of information.
truenoAE101	#0620	Actually you can experience ramen noodle making.
truenoAE101	#0643	My head did not keep up with the current situation.
truenoAE101	#0566	A certain volatile substance has a germination inhibiting action.
oujfukkun	#0452	He looks writings of writng board for mail friend.
oujfukkun	#0083	A  parson whe have license for diamond test for the diamond.
oujfukkun	#0273	We have a time for appointment time.
oujfukkun	#0553	This matherial haves almost the same character conpare for asphalt mixture. 
oujfukkun	#0532	It have the power for influence the sales. 
oujfukkun	#0474	The sound of second needle for clock is good feel for my ear.
oujfukkun	#0381	Governments must think how make our happiness.
oujfukkun	#0265	There is a shop that costs one hour by car.
oujfukkun	#0079	I called very many companies for my ask.
oujfukkun	#0624	We can't after follow,if you are anonymity.
mm1101	#0571	 The staffs keep having such recognition.
mm1101	#0590	Everybody has a hope for the future of game industry. 
mm1101	#0333	I was making an old toy with him.
mm1101	#0462	He saw the display of PC beyond Yamada’s shoulder.
mm1101	#0344	He will do an hour and half practice in a gymnasium.
mm1101	#0384	I am concretely thinking of two ideas.
mm1101	#0279	Mr. Yamada said he did a hard work.
mm1101	#0327	He will check the control of blood pressure and the condition of drugs.
mm1101	#0294	There are a lots of cases those are not evaluated in the scene.
mm1101	#0394	We are planning on December 4th.
emuxa345	#0268	Regarding Japanese food, I have an impression that is safe.
emuxa345	#0100	Those who are interested in Africa exchange their information and opinions.
emuxa345	#0332	We assist those who need nursing with their daily lives.
emuxa345	#0297	There are two types of reduction and exemption systems for national health insurance tax.
emuxa345	#0414	I will see more details about the products related to infant education.
emuxa345	#0278	There are many places that Nougaku is set in the sights of autumn leaves across the nation.
emuxa345	#0181	I got dizzy after hearing strong words by my boss.
emuxa345	#0204	Those who don't know anything about house building will do such calculations like that.
emuxa345	#0418	For further information, please see our company's homepage.
emuxa345	#0318	Dropouts are those who have been a part for less than fifteen years and are under the age of sixty.
mekimeki	#0601	I can easily reserve the hotel in Japanese from Japan.
mekimeki	#0143	He makes the sillago which is good morning her lip.
mekimeki	#0171	Yamada and the person of the sound did adjustment of the time.
mekimeki	#0761	A wheelchair is not necessary for me at all.
mekimeki	#0342	You must discuss it beforehand.
mekimeki	#0329	We perform all allied duties other than it.
mekimeki	#0363	We set the meeting place.
mekimeki	#0354	He evaluated materials properties of matter life properties.
mekimeki	#0575	A human being knowing it have room toward a heart.
mekimeki	#0307	I said what he intended to do to me clearly.
hymd	#0373	The administrator will promptly delete personal information.
hymd	#0476	The balance is just right when it is protruding a little.
hymd	#0457	It is like watching a movie scene.
hymd	#0649	I have almost no symptoms of hay fever. 
hymd	#0774	The person was not interested at all.
hymd	#0561	Each and every one of them has their own characters.
hymd	#0413	He watched the work of this author in July.
hymd	#0555	It happens to have 90 years of history.
hymd	#0196	More than 15 million people go abroad.
hymd	#0233	56% of people have splenectomy before they turn 5.
Camy007	#0724	I have already received more than 1,000 onsultation requests.
Camy007	#0400	He is seriously thinking about buying it.
Camy007	#0235	Yamada's mother consulted to the teather.
Camy007	#0244	It is very effective in preventing tooth decay
Camy007	#0326	He mainly products an improvement study for the processing technique.
Camy007	#0611	You can do activities freely in real time.
Camy007	#0721	Most people suffered some damages.
Camy007	#0378	I can adives the usage for the customers.
Camy007	#0773	I can not believe that such a miserable youngester.
Camy007	#0617	I can set weekly schedule easily.
toshiH0816	#0223	The person who thought that everything would do perfectly fails
toshiH0816	#0615	 Easy cordless network connection via mobile
toshiH0816	#0334	 He continually improves the blogging system
toshiH0816	#0296	There is a trade-off between index creation cost and search cost
toshiH0816	#0290	 There are 2 items of information on this page
toshiH0816	#0717	I received a report stating that the operation of the public vehicle priority system was started
toshiH0816	#0271	There are several kinds of encoding methods
toshiH0816	#0173	Consumer subscribes to credit card company
toshiH0816	#0195	 First grade students studied keyboard harmonica
toshiH0816	#0352	We manufacture and sell original embroidery patches and embroidery products
mekimeki	#0240	Many students work part time.
mekimeki	#0359	A program automatically buys and sells stocks.
mekimeki	#0548	Many people have a considerable negative image toward the words.
mekimeki	#0018	When I appear for 50 hours time feels precious.
mekimeki	#0351	At first he performs a healthy check of the every morning.
mekimeki	#0612	When went to the shop before 11:00; already nearly 30 was able to stand in line.
mekimeki	#0543	Oneself has one's thought well.
mekimeki	#0193	He applies to the mayor for the prior consultation.
mekimeki	#0371	An education reproduction meeting proposed seven.
mekimeki	#0383	I always think about such a thing.
kos12	#0469	He saw outside world through a window glass of cafe.
kos12	#0688	A person that lives passive life goes into society.
kos12	#0169	Yamada and Sato practice song together.
kos12	#0283	It has work that promote blood circulation.
kos12	#0230	A person that saw it advise him.
kos12	#0658	I appear voice of admiration about beautiful landscape instinctively.
kos12	#0746	Both labor and management receive restriction of period.
kos12	#0341	He conducts fix of condition and change of function from time to time.
kos12	#0560	Everyone have qualification of first-class technician.
kos12	#0536	It has large meaning about Yamada.
truenoAE101	#0038	People suffering from dementia are living together.
truenoAE101	#0353	The city office distributes administrative materials for a fee.
truenoAE101	#0309	It seems that 80% of the whole shop is using homemade noodles.
truenoAE101	#0646	We were very satisfied and arrived on our way home.
truenoAE101	#0218	From 1st to 15th will be the period of sending the tax payment certificate.
truenoAE101	#0111	He will the help of dinner making and confectionery making together.
truenoAE101	#0302	There are a number of achievements in the development of operational systems.
truenoAE101	#0733	People who are coming in front of the eyes to reality has received a feeling that wins.
truenoAE101	#0074	Children's representative was the greeting of thanks to their parents and grandparents.
truenoAE101	#0545	A tree has the nature of both male and female.
Camy007	#0079	I asked for that, to quite a few companies.
Camy007	#0284	Of course, we are obligated to keep it secret.
Camy007	#0724	I already receied the consultations more than 1,000 from the whole prefecture.
Camy007	#0297	There are two kinds of tax reduction systems for the national health insurance tax.
Camy007	#0561	Each has its own characteristics.
Camy007	#0218	The certificate of tax payment is sent from 1st to 15th. 
Camy007	#0034	The person with 30.2% refer to the opinion of salesperson.
Camy007	#0129	The people in charge will meet with the craftsmen.
Camy007	#0070	Committee members performed a greeting action.
Camy007	#0414	Read more on preschool education products.
kos12	#0329	We conduct all related business beside it.
kos12	#0396	Thinking task and future direction about environment problems.
kos12	#0334	He conducts improvement of blog system continueously.
kos12	#0673	Fever becomes about 40 temperature in a blink of an eye.
kos12	#0169	Yamada and Sato practice song together.
kos12	#0726	It receives delegation of authority directly from prefectures first in throughout the country.
kos12	#0635	I cannot seem to write comments.
kos12	#0626	Its easy to change password.
kos12	#0624	In case of anonymous, after correspondence cannot be performed.
kos12	#0413	He looked other production of this author in July.
tidy-blues	#0015	I want him usually to be rank higher than me.
tidy-blues	#0195	First-year students learned how to play melodica.  
tidy-blues	#0370	He'll suggest the business system for company. 
tidy-blues	#0350	We are sure to confirm with the customer who calls it.   
tidy-blues	#0378	I give an advise of usage for someone who are really using it.
tidy-blues	#0361	He provides management consulting service to small and medium-sized enterprises.
tidy-blues	#0345	We usually make a meeting with entertainment organizers beforehand.   
tidy-blues	#0548	Many people have a pretty bad impression of that word.   
tidy-blues	#0307	He told me clearly what he was going to do. 
tidy-blues	#0612	Almost 30 people were forming a line at the store when I went there before 11. 
syonk1117	#0308	Yamada was relieved say me
syonk1117	#0407	Cows look clealy big eye us
syonk1117	#0074	Children of representative thank a parents and grandparents
syonk1117	#0663	I perk up when I score some change
syonk1117	#0721	Most people to suffer a loss
syonk1117	#0534	That United State governmentexert one's power or influence policy decision 
syonk1117	#0279	Yamada has greatly suffere episode
syonk1117	#0270	I tend to love people who  devotedly
syonk1117	#0320	He tell teacher and friends about his own opinions
syonk1117	#0204	Didn't know anything house building carry out calculations 
tidy-blues	#0566	One volatile substance has germinatin inhibition effect. 
tidy-blues	#0718	At first He takes a task request from company.
tidy-blues	#0351	First of all he does the health check every morning.
tidy-blues	#0422	Last night He saw old dream after a long time. 
tidy-blues	#0223	A man we thought could do it completely make a mistake. 
tidy-blues	#0526	There were many contents that used in class immediately.  
tidy-blues	#0271	There are several types of method for encoding. 
tidy-blues	#0531	Such men mostly could be with utter confidence of oneself. 
tidy-blues	#0643	I couldn't understand the present situation. 
tidy-blues	#0221	It was discussed between the left and the dissidents. 
sakki1201	#0658	The beautiful scenery make the voice of involuntarily exclamation
sakki1201	#0611	It can work freely and real time
sakki1201	#0514	Many British companies in major logistic companies of Europe
sakki1201	#0380	I think some way he on a diet
sakki1201	#0018	I feel regrettable spent fifty hour
sakki1201	#0681	It happens directory access error
sakki1201	#0556	I owe to their act
sakki1201	#0285	Of course, hospital and I have responsibility to my director
sakki1201	#0181	Boss's storong word  made me dizzy
sakki1201	#0141	4 people reported to Yamada mayor about The award
kippis_quqo	#0384	I'm thinking about two ways specifically.
kippis_quqo	#0769	I have thousands of examples which I remember in wrong meanings. 
kippis_quqo	#0290	There are two information on this page.
kippis_quqo	#0545	A tree has both male and female characteristics.
kippis_quqo	#0428	It has a long while since he watched recent news.
kippis_quqo	#0328	We conduct following projects mainly in the university.
kippis_quqo	#0052	A student in his second year of junior high school experienced working. 
kippis_quqo	#0616	An external caring insurance service is available for people who needs to be cared.
kippis_quqo	#0066	Our staffs helps you make your works.
kippis_quqo	#0538	Every child has such a sensitivity.
malve190	#0707	He revived approve of mayor before.
malve190	#0352	We will make and sell the original emblem.
malve190	#0230	The parson who saw that warn.
malve190	#0335	He tries a presentation with that title. Only 18 Minutes.
malve190	#0628	Recently, I can't update　my blog.
malve190	#0209	The cheat man pretends to fool.
malve190	#0283	It has an effect that blood pressure smoothly.
malve190	#0457	As if I see the scene　with movie.
malve190	#0393	He thought that he will change job with near the company.
malve190	#0746	Labor and management were given a restriction.
tadashi003	#0368	We invite opinions as follows.
tadashi003	#0621	Easy to calculate calorie everyday.
tadashi003	#0619	By using this you can specify due date and delivery time.
tadashi003	#0627	The shop can have a relaxing meal with a calm feeling.
tadashi003	#0240	Many students work part-time.
tadashi003	#0567	Each has an atmosphere feeling of that age.
tadashi003	#0488	For those who buy from now it is better to be there.
tadashi003	#0333	He made an old toy together.
tadashi003	#0719	I receive that question from many people.
tadashi003	#0702	Regularly undergo inspections by relevant organizations of local governments.
imfh12mip02	#0520	Current medical systems have a lot of problems. 
imfh12mip02	#0332	We would like to corporate patients who need help in daily life. 
imfh12mip02	#0694	We sometimes saw this scene in this movie. 
imfh12mip02	#0360	We would like to engage each service for your employees. 
imfh12mip02	#0083	Jeweled Appraiser is going to examine your staffs. 
imfh12mip02	#0158	It is the shopping company where involves in this deal. 
imfh12mip02	#0364	You must do each behaviors the list below during involving in this service. 
imfh12mip02	#0408	At once, he can observe what is happened on a parent's observing day. 
imfh12mip02	#0386	Eventually, what is the most important is how they feel from this book. 
imfh12mip02	#0692	We can sometimes see this kind of person on TV show. 
sakki1201	#0374	He take prescribed examination of applicants before
sakki1201	#0302	There are a lot of performance in development of buisiness system
sakki1201	#0215	He requests the document to each insurance company
sakki1201	#0536	It makes large implications for Yamada
sakki1201	#0400	He seriously think of purchasing it
sakki1201	#0298	Most of the islandhave such a thing
sakki1201	#0452	He sees writing in the board of wanted mel friend
sakki1201	#0067	 For the purpose of development and improvement of medical care level of clinical research
sakki1201	#0404	It should consider mechanism of society to get difficult gun
sakki1201	#0564	It affect large smell poppy
truenoAE101	#0710	It is influenced by Mediterranean culture etc.
truenoAE101	#0654	He leaves the room as he gets up from his seat.
truenoAE101	#0354	He made an evaluation of material properties and lifetime characteristics.
truenoAE101	#0341	From time to time, he will be in charge of changing functions and fixing defects.
truenoAE101	#0330	We will do the support of aggressive activities to local residents.
truenoAE101	#0029	He set the deadline for submitting the plan within one year.
truenoAE101	#0773	There is no way that such a pathetic young people belong to such organizations.
truenoAE101	#0235	Mr. Yamada's mother did a consultation to the teacher.
truenoAE101	#0716	He receives an explanation of the contents of the lesson from Mr. Yamada.
truenoAE101	#0649	I hardly have symptoms of hay fever.
allearz33	#0348	For data registration, register the information category first.
allearz33	#0717	I was reported that the operation of the Public Transportation Priority System has been launched.
allearz33	#0462	He saw the PC screen over Yamada's shoulder.
allearz33	#0324	The meteorological conditions means a state where a selected item is larger than the set value.
allearz33	#0135	Dozens of people took a commemorative photo.
allearz33	#0617	The weekly schedule can be set easily. 
allearz33	#0745	He received the Cabinet Office Disaster Prevention Achievement Award from the Prime Minister. 
allearz33	#0042	A certain duration of the remaining passport period is required.
allearz33	#0744	It is much supported by women in their 30s.
allearz33	#0249	In the case of secondary syphilis, everything has an infectious risk.
luna2020	#0151	I buy not sell goods for resident in direction of Europe.
luna2020	#0700	I can not get any speed if I miss the timing.
luna2020	#0338	He actively send out and exchange regional child rearing information.
luna2020	#0171	Mr. Yamada and voice person did the adjustment of time etc.
luna2020	#0111	He help you cook dinner and make sweets together.
luna2020	#0646	We were very satisfaction and arrived on our go home.
luna2020	#0539	He not have that much knowledge.
luna2020	#0553	It have almost the same performance as asphalt mixture.
luna2020	#0571	The staff keeping such awareness.
luna2020	#0739	I must accept the decision of the Mayor.
Luke_Sky	#0185	People in front of me are expecting for myself
Luke_Sky	#0377	Staff will do engine support of the day
Luke_Sky	#0100	Those interested in Africa, exchange information and opinions
Luke_Sky	#0583	Person in hand does not have own home page
Luke_Sky	#0220	Most people training actions
Luke_Sky	#0294	There are many cases which are not evaluated from the work site
Luke_Sky	#0318	With a midway leave, A person whose enrollment period is less than 15 years and whose age is under 60 years old
Luke_Sky	#0365	He will sit in front of the National Assembly and request parliamentary request action from 11 o'clock to 1 o'clock
Luke_Sky	#0737	56% of corporations received funds financing
Luke_Sky	#0063	Total budget will be 228.4 million yen
sakki1201	#0265	The store is way to an hour by car
sakki1201	#0728	2707 points was designated important tangible folk cultural assets of the country
sakki1201	#0049	You make time of transfer to 1 second
sakki1201	#0157	Two of the actress was attracted the attention of male fans
sakki1201	#0196	More than 15 million people travels abroad
sakki1201	#0676	He got the ticket gate of local station after work
sakki1201	#0268	I think japanese food is safe image
sakki1201	#0585	He had a cammera on hand in leather clothes whole body
sakki1201	#0747	Many people receive benefit of service
sakki1201	#0337	He makes manner of implementation seminar
allearz33	#0273	There still is some time till the meeting time.
allearz33	#0709	In order to become a player, one receives a 12-month-education at school.
allearz33	#0189	As a general rule, the submission deadline for the blueprint was set to be within one year.
allearz33	#0527	The movie had much of erotic scenes.
allearz33	#0704	She was the one who had a breast cancer operation at the university hospital 5 years ago.
allearz33	#0244	It has a very strong effect on cavity prevention.
allearz33	#0575	The one who understands should take it easy.
allearz33	#0232	I the Pacific-League fan myself is getting excited from now on.
allearz33	#0530	One should have more interest in the whole societal issues.
allearz33	#0584	Most people had the time for meditation.
Camy007	#0440	I didn't watch an evening show for a long time.
Camy007	#0342	Prior discussion has to be done.
Camy007	#0309	The shops with 80% use their own made noodles.
Camy007	#0601	You can have reservation by Japanes from Japan easiiy.
Camy007	#0560	All memberss have level one certified technician.
Camy007	#0532	It has the power to govern the level of sales.
Camy007	#0326	He mainly performs an improvement development for prosess technologies.
Camy007	#0455	The neighbors sa the child being kidnapped.
Camy007	#0347	He performs business brand development and consulting of the company.
Camy007	#0383	I'm always thinking such a thing.
Luke_Sky	#0615	You can make a net connection is simple to use a cordless and portable
Luke_Sky	#0373	The administrator will promptly delete personal information
Luke_Sky	#0331	We will provide infectious disease information and medical information for medical staff
Luke_Sky	#0010	I think it is a work before and after the Momoyama period
Luke_Sky	#0366	For new customers, The staff will explain the price and contents etc. beforehand
Luke_Sky	#0631	Time to organize it, Finally it was possible during the holidays
Luke_Sky	#0555	It had a history of 90 years
Luke_Sky	#0588	Each has personality in taste and fragrance
Luke_Sky	#0586	He had few accurate information
Luke_Sky	#0770	There are few such places around here
kopje	#0540	We have cutting-edge technologies in Japan.
kopje	#0371	The Education Rebuilding Council has issued seven proposals.
kopje	#0099	The person whose guilty pleasure is cross-dressing is targeted.
kopje	#0592	Not everyone has their own mobile phone.
kopje	#0761	The wheelchair is totally unnecessary for me.
kopje	#0256	That is absolutely not concerned to the friendship.
kopje	#0731	The watercolor painting course got interviewed by a magazine.
kopje	#0156	The purpose of the service is to reduce the burden of their family.
kopje	#0392	Each and every person thinks once again how the education should be.
kopje	#0733	The impression of the winner is a person who is acutually there.
sakki1201	#0233	56% people excise spleen before 5 years
sakki1201	#0340	If there will many people,he adjust the schedule
sakki1201	#0105	He is engaged scaffold job at architecture company 
sakki1201	#0193	He apply for prior consultation to the mayor
sakki1201	#0558	It is largely connect to our life
sakki1201	#0325	He worked more than 60 countries of the region nearly 10 years
sakki1201	#0381	It must consider first municipality what should we make the happiness
sakki1201	#0173	Consumer applicates membership to credit card company
sakki1201	#0549	31 people have any failure
sakki1201	#0038	People sufferring from dementia have a joint life
allearz33	#0282	The bible has an expression like this.
allearz33	#0774	The person him/herself had no intention at all.
allearz33	#0782	There's no spirituality that nurtures self-sufficiency in Japan as of yet.
allearz33	#0529	I found the soft textile very interesting.
allearz33	#0344	He is going to practice for an hour and a half in the gym.
allearz33	#0363	We did the venue setting.
allearz33	#0353	The municipal government is distributing the administrative data for a fee.
allearz33	#0296	The costs of index creation and retrieval form a trade-off relationship.
allearz33	#0336	The professor performed a keynote with this theme.
allearz33	#0562	He has two things that she likes.
Hues	#0394	We are thinking of 4th December as a plan.
Hues	#0278	There are many scenic spots for autumn leaves that also used for Noh plays the stage in all over Japan.
Hues	#0590	Everybody used to have hope in the future of video game industry. 
Hues	#0011	I think it is a movie of early Showa era
Hues	#0288	At the committee, it is reported to that we would like to complete it in this fiscal year.
Hues	#0476	It is a good balance as it protrudes a bit.
Hues	#0688	A person who have gone through passive life goes out into the world.
Hues	#0327	He checks blood pressure control and medication situation on a regular basis.
Hues	#0143	He gives a good morning kiss on her lips.
Hues	#0451	He checks more products in this category. 
yukari1007	#0543	I have my own steady idea.
yukari1007	#0339	A vendor continually repaired the dangerous area.
yukari1007	#0551	I have children with the same age. 
yukari1007	#0469	He looked outside world through windows of a coffee house.
yukari1007	#0705	 The permission from a mayor is required when advertisements are issued.
yukari1007	#0541	One software have its both functions.
yukari1007	#0375	The circle of arts displays a piece of work.
yukari1007	#0474	The second hand of a clock sounds good to my ears.
yukari1007	#0418	For more derails, please check the homepage of our company.
yukari1007	#0546	It has a similar structure with female hormone.
Luke_Sky	#0359	The program automatically trading stocks
Luke_Sky	#0622	Chronic pain, Can treat patients with cancer pain
Luke_Sky	#0466	Various people seem to be watching this blog
Luke_Sky	#0106	Set the product settings to factory default settings
Luke_Sky	#0005	I think that Yamada is a type of person liked by everyone
Luke_Sky	#0620	Actually you can experience ramen making
Luke_Sky	#0572	Our company has over 30 years experience in many entertainment facilities and commercial facilities
Luke_Sky	#0399	Our company think about the health of my house and my family
Luke_Sky	#0494	This type has the best balance of sugar content and acidity
Luke_Sky	#0357	It automatically calculates the end time
nanasehirano51	#0173	Consumers apply to the credit card company.
nanasehirano51	#0658	It is difficult not to say anything about the beautiful landscape.
nanasehirano51	#0196	150,000,000people go to overseas for travel.
nanasehirano51	#0034	30.2 percent of customer use the shopper's opinion.
nanasehirano51	#0350	We always make sure the order to the customer.
nanasehirano51	#0628	Recently it is difficult to make time for writing blog.
nanasehirano51	#0744	It is supported a lot by 30s women.
nanasehirano51	#0298	Most bird has at least this kind of thing. 
nanasehirano51	#0357	It counts automatically the finish time.
nanasehirano51	#0063	The total of budget is 228.4million yen.
allearz33	#0663	When I grab change, I become cheerful for no reason.
allearz33	#0531	In most cases, such person has absolute self-confidence.
allearz33	#0615	Simple and cordless Internet connection via mobile phone is available.
allearz33	#0428	He saw the latest news for the first time in a while.
allearz33	#0338	He is the one who actively transmits/exchanges the local parenting information.
allearz33	#0221	The left-wingers and dissidents had a discussion.
allearz33	#0631	Finally I found time to get it organized during the break.
allearz33	#0451	He is to see items in this category more closely.
allearz33	#0327	He is to perform investigation on the blood pressure control and medication on a regular basis.
allearz33	#0374	He is to perform the designated screening for enrollment in advance.
truenoAE101	#0330	We will actively support the local people for activities.
truenoAE101	#0218	From 1st to 15th shall be the transmission period of the tax payment certificate.
truenoAE101	#0643	My head could not keep up with the current situation.
truenoAE101	#0649	I almost have no symptoms of hay fever.
truenoAE101	#0520	The current medical system is very problematic.
truenoAE101	#0320	He says clearly his opinions to teachers and friends.
truenoAE101	#0283	It has a function to promote blood circulation.
truenoAE101	#0627	The shop can eat slowly in a calm atmosphere.
truenoAE101	#0364	In providing this service, the following actions shall not be carried out.
truenoAE101	#0586	He had few accurate information.
sakki1201	#0232	Pacific league fan I myself  exciting from now
sakki1201	#0337	He makes manner implementation of the seminar
sakki1201	#0067	 For the purpose of development and improvement of medical care level of clinical research
sakki1201	#0070	 Committee of the people did greeting behavior 
sakki1201	#0626	It can easily change the passwaord
sakki1201	#0728	2707 points was designated important tangible folk cultural assets of the country
sakki1201	#0215	He requests the document to each insurance company
sakki1201	#0719	I accept the question from many people
sakki1201	#0335	He announced for 18 minute on that title
sakki1201	#0010	I think it's work of Momoyama period before and after
Camy007	#0099	Target person is one who secretly enjoy to disguise himself as a woman.
Camy007	#0572	Our company have 30 years over of experience with entertainment and commercial facilities.
Camy007	#0381	The local government have to think how people should make happiness.
Camy007	#0731	The watercolor class was covered by a magazine.
Camy007	#0466	Various persons seem to watch the blog.
Camy007	#0676	He went out the ticket gate at the local railway station on his home after going back to home.
Camy007	#0348	Please perform category resistration of the information before having resistration for data.
Camy007	#0230	The person who saw watched it, warned to him.
Camy007	#0635	I rarely write the comments.
Camy007	#0739	We have to accept the decision of the town mayor.
oujfukkun	#0347	He consult this company's business bland development.
oujfukkun	#0223	Tha man think that I can everything fall mistake.
oujfukkun	#0702	I receive test of local government timely.
oujfukkun	#0529	I'm interested in souty tooth touch.
oujfukkun	#0393	He thinked change his job at neary company  seriousully.
oujfukkun	#0363	Our company seted place.
oujfukkun	#0336	The professor speaked lecture on this theme.
oujfukkun	#0546	It have simmillar structure on human female horomone.
oujfukkun	#0296	It have trade off between the cost of making index to cost to exmine. 
oujfukkun	#0297	The tax of national humanity have two systems.
Shiosuke	#0717	I received a report that the operation of PTPS started.
Shiosuke	#0371	Education Rebuilding Council make seven recommendations.
