worker	sentence	label
worker18	#0588	Such has personality in taste and smell
worker23	#0049	You are moving it to another place for 1second.
worker23	#0392	We shoud review of education for each other.
worker23	#0770	There is nothing around here.
worker23	#0221	Leftist and opponents were discussion.
worker23	#0540	Japan has the leading edge of technology.
worker23	#0549	31people with a disability.
worker23	#0769	I coud'nt count that I think missunderstood. 
worker23	#0440	It's been a while,I watched for talkshow at evening.
worker23	#0232	I am a League fan ,And I'm so exciting now.
worker23	#0215	He requests by document to all insurance company.
worker24	#0374	He will perform the designated qualification screening for admission in advance.
worker24	#0558	It has a major involvement with our life.
worker24	#0628	Lately, I have not been able to quite update the blog.
worker24	#0270	I have a tendency to get to like someone who behaves devotedly. 
worker24	#0710	It is influenced by the Mediterranean culture, and the like. 
worker24	#0488	For those of them who are going to buy from now, it is definitely better.
worker24	#0325	He has performed nearly a decade of activities at areas in over 60 countries.
worker24	#0365	He will hold a sit-in in front of the Diet and petition members of the Diet from 11:00 a.m to 1:00 a.m.
worker24	#0626	Password change can be done easily.
worker24	#0744	It receives many supports from women in their 30s.
worker13	#0368	We will be inviting opinions as the follows.
worker13	#0494	This kind is best for the balance between sweetness and sourness.
worker13	#0728	2707 articles were designated as the important tangible folk cultural properties.
worker13	#0377	our staff haves engine support for the day.
worker13	#0010	I think that it wa made around Momoyama period.
worker13	#0063	I guees that the total budget is 2.84 million yen.
worker13	#0654	He just leave the room, after he stand up.
worker13	#0551	I have a child with the same generation.
worker13	#0700	I never drives fast, if the timing is wrong.
worker13	#0042	You need the residual period with the required fixed period, for your passport.
worker25	#0539	He doesn't really have knowledge.
worker25	#0694	Similar scene appeared in the film.
worker25	#0451	He watches more the goods in this category.
worker25	#0585	He was wearing leather from top to bottom, having a camera in his hand.
worker25	#0428	He watched the latest news after a long time.
worker25	#0404	We shoud think the structure of society where guns can't be obtained easily.
worker25	#0357	It will calculate the ending time automatically.
worker25	#0631	I finally had a time to clean it up during a holiday.
worker25	#0345	We have a meeting with the host of the event in advance.
worker25	#0676	He walked out from the hometown ticket gate on the way home from work.
worker26	#0520	The current healthcare system has a lot of defects. 
worker26	#0106	We will reset the product to the factory settings. 
worker26	#0530	You should be interested in broader social issues. 
worker26	#0375	Cultural clubs exhibit their works. 
worker26	#0567	Each has the atmosphere of its own era. 
worker26	#0635	I still cannot post my remarks. 
worker26	#0707	He gained the mayor's approval in advance. 
worker26	#0340	If we have many applicants, he will arrange the schedule for them.  
worker26	#0324	A climate condition refers to a state where any selected item exceeds the defined value.  
worker26	#0586	He had very little accurate information. 
worker18	#0747	Many people receive benefit of service
worker18	#0360	We make various service for employees
worker18	#0737	 56% of the corporation has received a loan of funds
worker18	#0619	In the case of using this service,you can spesify date and time
worker18	#0546	 It has a structure similar to female hormone human
worker18	#0328	University mainly do a following business 
worker18	#0408	He tentatively look at the state of the visiting day
worker18	#0622	It is possible totreatment of patients with chronic pain and cancer pain
worker18	#0583	Not all people have their own home page
worker18	#0731	Watercolor course interviewed magazine
worker0	#0466	It seems that various people are watching this blog.
worker0	#0189	As a rule, we set the deadline for submitting the plan within one year.
worker0	#0338	He actively sends out and exchanges regional child rearing information.
worker0	#0282	There are such words in the Bible.
worker0	#0005	I think Yamada is a type of person liked by everyone.
worker0	#0151	We will not sell merchandise to residents of Europe.
worker0	#0348	For data registration, we first register the category of information.
worker0	#0620	Actually you can experience ramen noodle making.
worker0	#0643	My head did not keep up with the current situation.
worker0	#0566	A certain volatile substance has a germination inhibiting action.
worker27	#0452	He looks writings of writng board for mail friend.
worker27	#0083	A  parson whe have license for diamond test for the diamond.
worker27	#0273	We have a time for appointment time.
worker27	#0553	This matherial haves almost the same character conpare for asphalt mixture. 
worker27	#0532	It have the power for influence the sales. 
worker27	#0474	The sound of second needle for clock is good feel for my ear.
worker27	#0381	Governments must think how make our happiness.
worker27	#0265	There is a shop that costs one hour by car.
worker27	#0079	I called very many companies for my ask.
worker27	#0624	We can't after follow,if you are anonymity.
worker7	#0571	 The staffs keep having such recognition.
worker7	#0590	Everybody has a hope for the future of game industry. 
worker7	#0333	I was making an old toy with him.
worker7	#0462	He saw the display of PC beyond Yamada’s shoulder.
worker7	#0344	He will do an hour and half practice in a gymnasium.
worker7	#0384	I am concretely thinking of two ideas.
worker7	#0279	Mr. Yamada said he did a hard work.
worker7	#0327	He will check the control of blood pressure and the condition of drugs.
worker7	#0294	There are a lots of cases those are not evaluated in the scene.
worker7	#0394	We are planning on December 4th.
worker28	#0268	Regarding Japanese food, I have an impression that is safe.
worker28	#0100	Those who are interested in Africa exchange their information and opinions.
worker28	#0332	We assist those who need nursing with their daily lives.
worker28	#0297	There are two types of reduction and exemption systems for national health insurance tax.
worker28	#0414	I will see more details about the products related to infant education.
worker28	#0278	There are many places that Nougaku is set in the sights of autumn leaves across the nation.
worker28	#0181	I got dizzy after hearing strong words by my boss.
worker28	#0204	Those who don't know anything about house building will do such calculations like that.
worker28	#0418	For further information, please see our company's homepage.
worker28	#0318	Dropouts are those who have been a part for less than fifteen years and are under the age of sixty.
worker15	#0601	I can easily reserve the hotel in Japanese from Japan.
worker15	#0143	He makes the sillago which is good morning her lip.
worker15	#0171	Yamada and the person of the sound did adjustment of the time.
worker15	#0761	A wheelchair is not necessary for me at all.
worker15	#0342	You must discuss it beforehand.
worker15	#0329	We perform all allied duties other than it.
worker15	#0363	We set the meeting place.
worker15	#0354	He evaluated materials properties of matter life properties.
worker15	#0575	A human being knowing it have room toward a heart.
worker15	#0307	I said what he intended to do to me clearly.
worker29	#0373	The administrator will promptly delete personal information.
worker29	#0476	The balance is just right when it is protruding a little.
worker29	#0457	It is like watching a movie scene.
worker29	#0649	I have almost no symptoms of hay fever. 
worker29	#0774	The person was not interested at all.
worker29	#0561	Each and every one of them has their own characters.
worker29	#0413	He watched the work of this author in July.
worker29	#0555	It happens to have 90 years of history.
worker29	#0196	More than 15 million people go abroad.
worker29	#0233	56% of people have splenectomy before they turn 5.
worker13	#0724	I have already received more than 1,000 onsultation requests.
worker13	#0400	He is seriously thinking about buying it.
worker13	#0235	Yamada's mother consulted to the teather.
worker13	#0244	It is very effective in preventing tooth decay
worker13	#0326	He mainly products an improvement study for the processing technique.
worker13	#0611	You can do activities freely in real time.
worker13	#0721	Most people suffered some damages.
worker13	#0378	I can adives the usage for the customers.
worker13	#0773	I can not believe that such a miserable youngester.
worker13	#0617	I can set weekly schedule easily.
worker14	#0223	The person who thought that everything would do perfectly fails
worker14	#0615	 Easy cordless network connection via mobile
worker14	#0334	 He continually improves the blogging system
worker14	#0296	There is a trade-off between index creation cost and search cost
worker14	#0290	 There are 2 items of information on this page
worker14	#0717	I received a report stating that the operation of the public vehicle priority system was started
worker14	#0271	There are several kinds of encoding methods
worker14	#0173	Consumer subscribes to credit card company
worker14	#0195	 First grade students studied keyboard harmonica
worker14	#0352	We manufacture and sell original embroidery patches and embroidery products
worker15	#0240	Many students work part time.
worker15	#0359	A program automatically buys and sells stocks.
worker15	#0548	Many people have a considerable negative image toward the words.
worker15	#0018	When I appear for 50 hours time feels precious.
worker15	#0351	At first he performs a healthy check of the every morning.
worker15	#0612	When went to the shop before 11:00; already nearly 30 was able to stand in line.
worker15	#0543	Oneself has one's thought well.
worker15	#0193	He applies to the mayor for the prior consultation.
worker15	#0371	An education reproduction meeting proposed seven.
worker15	#0383	I always think about such a thing.
worker10	#0469	He saw outside world through a window glass of cafe.
worker10	#0688	A person that lives passive life goes into society.
worker10	#0169	Yamada and Sato practice song together.
worker10	#0283	It has work that promote blood circulation.
worker10	#0230	A person that saw it advise him.
worker10	#0658	I appear voice of admiration about beautiful landscape instinctively.
worker10	#0746	Both labor and management receive restriction of period.
worker10	#0341	He conducts fix of condition and change of function from time to time.
worker10	#0560	Everyone have qualification of first-class technician.
worker10	#0536	It has large meaning about Yamada.
worker0	#0038	People suffering from dementia are living together.
worker0	#0353	The city office distributes administrative materials for a fee.
worker0	#0309	It seems that 80% of the whole shop is using homemade noodles.
worker0	#0646	We were very satisfied and arrived on our way home.
worker0	#0218	From 1st to 15th will be the period of sending the tax payment certificate.
worker0	#0111	He will the help of dinner making and confectionery making together.
worker0	#0302	There are a number of achievements in the development of operational systems.
worker0	#0733	People who are coming in front of the eyes to reality has received a feeling that wins.
worker0	#0074	Children's representative was the greeting of thanks to their parents and grandparents.
worker0	#0545	A tree has the nature of both male and female.
worker13	#0079	I asked for that, to quite a few companies.
worker13	#0284	Of course, we are obligated to keep it secret.
worker13	#0724	I already receied the consultations more than 1,000 from the whole prefecture.
worker13	#0297	There are two kinds of tax reduction systems for the national health insurance tax.
worker13	#0561	Each has its own characteristics.
worker13	#0218	The certificate of tax payment is sent from 1st to 15th. 
worker13	#0034	The person with 30.2% refer to the opinion of salesperson.
worker13	#0129	The people in charge will meet with the craftsmen.
worker13	#0070	Committee members performed a greeting action.
worker13	#0414	Read more on preschool education products.
worker10	#0329	We conduct all related business beside it.
worker10	#0396	Thinking task and future direction about environment problems.
worker10	#0334	He conducts improvement of blog system continueously.
worker10	#0673	Fever becomes about 40 temperature in a blink of an eye.
worker10	#0169	Yamada and Sato practice song together.
worker10	#0726	It receives delegation of authority directly from prefectures first in throughout the country.
worker10	#0635	I cannot seem to write comments.
worker10	#0626	Its easy to change password.
worker10	#0624	In case of anonymous, after correspondence cannot be performed.
worker10	#0413	He looked other production of this author in July.
worker20	#0015	I want him usually to be rank higher than me.
worker20	#0195	First-year students learned how to play melodica.  
worker20	#0370	He'll suggest the business system for company. 
worker20	#0350	We are sure to confirm with the customer who calls it.   
worker20	#0378	I give an advise of usage for someone who are really using it.
worker20	#0361	He provides management consulting service to small and medium-sized enterprises.
worker20	#0345	We usually make a meeting with entertainment organizers beforehand.   
worker20	#0548	Many people have a pretty bad impression of that word.   
worker20	#0307	He told me clearly what he was going to do. 
worker20	#0612	Almost 30 people were forming a line at the store when I went there before 11. 
worker30	#0308	Yamada was relieved say me
worker30	#0407	Cows look clealy big eye us
worker30	#0074	Children of representative thank a parents and grandparents
worker30	#0663	I perk up when I score some change
worker30	#0721	Most people to suffer a loss
worker30	#0534	That United State governmentexert one's power or influence policy decision 
worker30	#0279	Yamada has greatly suffere episode
worker30	#0270	I tend to love people who  devotedly
worker30	#0320	He tell teacher and friends about his own opinions
worker30	#0204	Didn't know anything house building carry out calculations 
worker20	#0566	One volatile substance has germinatin inhibition effect. 
worker20	#0718	At first He takes a task request from company.
worker20	#0351	First of all he does the health check every morning.
worker20	#0422	Last night He saw old dream after a long time. 
worker20	#0223	A man we thought could do it completely make a mistake. 
worker20	#0526	There were many contents that used in class immediately.  
worker20	#0271	There are several types of method for encoding. 
worker20	#0531	Such men mostly could be with utter confidence of oneself. 
worker20	#0643	I couldn't understand the present situation. 
worker20	#0221	It was discussed between the left and the dissidents. 
worker18	#0658	The beautiful scenery make the voice of involuntarily exclamation
worker18	#0611	It can work freely and real time
worker18	#0514	Many British companies in major logistic companies of Europe
worker18	#0380	I think some way he on a diet
worker18	#0018	I feel regrettable spent fifty hour
worker18	#0681	It happens directory access error
worker18	#0556	I owe to their act
worker18	#0285	Of course, hospital and I have responsibility to my director
worker18	#0181	Boss's storong word  made me dizzy
worker18	#0141	4 people reported to Yamada mayor about The award
worker31	#0384	I'm thinking about two ways specifically.
worker31	#0769	I have thousands of examples which I remember in wrong meanings. 
worker31	#0290	There are two information on this page.
worker31	#0545	A tree has both male and female characteristics.
worker31	#0428	It has a long while since he watched recent news.
worker31	#0328	We conduct following projects mainly in the university.
worker31	#0052	A student in his second year of junior high school experienced working. 
worker31	#0616	An external caring insurance service is available for people who needs to be cared.
worker31	#0066	Our staffs helps you make your works.
worker31	#0538	Every child has such a sensitivity.
worker32	#0707	He revived approve of mayor before.
worker32	#0352	We will make and sell the original emblem.
worker32	#0230	The parson who saw that warn.
worker32	#0335	He tries a presentation with that title. Only 18 Minutes.
worker32	#0628	Recently, I can't update　my blog.
worker32	#0209	The cheat man pretends to fool.
worker32	#0283	It has an effect that blood pressure smoothly.
worker32	#0457	As if I see the scene　with movie.
worker32	#0393	He thought that he will change job with near the company.
worker32	#0746	Labor and management were given a restriction.
worker33	#0368	We invite opinions as follows.
worker33	#0621	Easy to calculate calorie everyday.
worker33	#0619	By using this you can specify due date and delivery time.
worker33	#0627	The shop can have a relaxing meal with a calm feeling.
worker33	#0240	Many students work part-time.
worker33	#0567	Each has an atmosphere feeling of that age.
worker33	#0488	For those who buy from now it is better to be there.
worker33	#0333	He made an old toy together.
worker33	#0719	I receive that question from many people.
worker33	#0702	Regularly undergo inspections by relevant organizations of local governments.
worker12	#0520	Current medical systems have a lot of problems. 
worker12	#0332	We would like to corporate patients who need help in daily life. 
worker12	#0694	We sometimes saw this scene in this movie. 
worker12	#0360	We would like to engage each service for your employees. 
worker12	#0083	Jeweled Appraiser is going to examine your staffs. 
worker12	#0158	It is the shopping company where involves in this deal. 
worker12	#0364	You must do each behaviors the list below during involving in this service. 
worker12	#0408	At once, he can observe what is happened on a parent's observing day. 
worker12	#0386	Eventually, what is the most important is how they feel from this book. 
worker12	#0692	We can sometimes see this kind of person on TV show. 
worker18	#0374	He take prescribed examination of applicants before
worker18	#0302	There are a lot of performance in development of buisiness system
worker18	#0215	He requests the document to each insurance company
worker18	#0536	It makes large implications for Yamada
worker18	#0400	He seriously think of purchasing it
worker18	#0298	Most of the islandhave such a thing
worker18	#0452	He sees writing in the board of wanted mel friend
worker18	#0067	 For the purpose of development and improvement of medical care level of clinical research
worker18	#0404	It should consider mechanism of society to get difficult gun
worker18	#0564	It affect large smell poppy
worker0	#0710	It is influenced by Mediterranean culture etc.
worker0	#0654	He leaves the room as he gets up from his seat.
worker0	#0354	He made an evaluation of material properties and lifetime characteristics.
worker0	#0341	From time to time, he will be in charge of changing functions and fixing defects.
worker0	#0330	We will do the support of aggressive activities to local residents.
worker0	#0029	He set the deadline for submitting the plan within one year.
worker0	#0773	There is no way that such a pathetic young people belong to such organizations.
worker0	#0235	Mr. Yamada's mother did a consultation to the teacher.
worker0	#0716	He receives an explanation of the contents of the lesson from Mr. Yamada.
worker0	#0649	I hardly have symptoms of hay fever.
worker24	#0348	For data registration, register the information category first.
worker24	#0717	I was reported that the operation of the Public Transportation Priority System has been launched.
worker24	#0462	He saw the PC screen over Yamada's shoulder.
worker24	#0324	The meteorological conditions means a state where a selected item is larger than the set value.
worker24	#0135	Dozens of people took a commemorative photo.
worker24	#0617	The weekly schedule can be set easily. 
worker24	#0745	He received the Cabinet Office Disaster Prevention Achievement Award from the Prime Minister. 
worker24	#0042	A certain duration of the remaining passport period is required.
worker24	#0744	It is much supported by women in their 30s.
worker24	#0249	In the case of secondary syphilis, everything has an infectious risk.
worker34	#0151	I buy not sell goods for resident in direction of Europe.
worker34	#0700	I can not get any speed if I miss the timing.
worker34	#0338	He actively send out and exchange regional child rearing information.
worker34	#0171	Mr. Yamada and voice person did the adjustment of time etc.
worker34	#0111	He help you cook dinner and make sweets together.
worker34	#0646	We were very satisfaction and arrived on our go home.
worker34	#0539	He not have that much knowledge.
worker34	#0553	It have almost the same performance as asphalt mixture.
worker34	#0571	The staff keeping such awareness.
worker34	#0739	I must accept the decision of the Mayor.
worker35	#0185	People in front of me are expecting for myself
worker35	#0377	Staff will do engine support of the day
worker35	#0100	Those interested in Africa, exchange information and opinions
worker35	#0583	Person in hand does not have own home page
worker35	#0220	Most people training actions
worker35	#0294	There are many cases which are not evaluated from the work site
worker35	#0318	With a midway leave, A person whose enrollment period is less than 15 years and whose age is under 60 years old
worker35	#0365	He will sit in front of the National Assembly and request parliamentary request action from 11 o'clock to 1 o'clock
worker35	#0737	56% of corporations received funds financing
worker35	#0063	Total budget will be 228.4 million yen
worker18	#0265	The store is way to an hour by car
worker18	#0728	2707 points was designated important tangible folk cultural assets of the country
worker18	#0049	You make time of transfer to 1 second
worker18	#0157	Two of the actress was attracted the attention of male fans
worker18	#0196	More than 15 million people travels abroad
worker18	#0676	He got the ticket gate of local station after work
worker18	#0268	I think japanese food is safe image
worker18	#0585	He had a cammera on hand in leather clothes whole body
worker18	#0747	Many people receive benefit of service
worker18	#0337	He makes manner of implementation seminar
worker24	#0273	There still is some time till the meeting time.
worker24	#0709	In order to become a player, one receives a 12-month-education at school.
worker24	#0189	As a general rule, the submission deadline for the blueprint was set to be within one year.
worker24	#0527	The movie had much of erotic scenes.
worker24	#0704	She was the one who had a breast cancer operation at the university hospital 5 years ago.
worker24	#0244	It has a very strong effect on cavity prevention.
worker24	#0575	The one who understands should take it easy.
worker24	#0232	I the Pacific-League fan myself is getting excited from now on.
worker24	#0530	One should have more interest in the whole societal issues.
worker24	#0584	Most people had the time for meditation.
worker13	#0440	I didn't watch an evening show for a long time.
worker13	#0342	Prior discussion has to be done.
worker13	#0309	The shops with 80% use their own made noodles.
worker13	#0601	You can have reservation by Japanes from Japan easiiy.
worker13	#0560	All memberss have level one certified technician.
worker13	#0532	It has the power to govern the level of sales.
worker13	#0326	He mainly performs an improvement development for prosess technologies.
worker13	#0455	The neighbors sa the child being kidnapped.
worker13	#0347	He performs business brand development and consulting of the company.
worker13	#0383	I'm always thinking such a thing.
worker35	#0615	You can make a net connection is simple to use a cordless and portable
worker35	#0373	The administrator will promptly delete personal information
worker35	#0331	We will provide infectious disease information and medical information for medical staff
worker35	#0010	I think it is a work before and after the Momoyama period
worker35	#0366	For new customers, The staff will explain the price and contents etc. beforehand
worker35	#0631	Time to organize it, Finally it was possible during the holidays
worker35	#0555	It had a history of 90 years
worker35	#0588	Each has personality in taste and fragrance
worker35	#0586	He had few accurate information
worker35	#0770	There are few such places around here
worker36	#0540	We have cutting-edge technologies in Japan.
worker36	#0371	The Education Rebuilding Council has issued seven proposals.
worker36	#0099	The person whose guilty pleasure is cross-dressing is targeted.
worker36	#0592	Not everyone has their own mobile phone.
worker36	#0761	The wheelchair is totally unnecessary for me.
worker36	#0256	That is absolutely not concerned to the friendship.
worker36	#0731	The watercolor painting course got interviewed by a magazine.
worker36	#0156	The purpose of the service is to reduce the burden of their family.
worker36	#0392	Each and every person thinks once again how the education should be.
worker36	#0733	The impression of the winner is a person who is acutually there.
worker18	#0233	56% people excise spleen before 5 years
worker18	#0340	If there will many people,he adjust the schedule
worker18	#0105	He is engaged scaffold job at architecture company 
worker18	#0193	He apply for prior consultation to the mayor
worker18	#0558	It is largely connect to our life
worker18	#0325	He worked more than 60 countries of the region nearly 10 years
worker18	#0381	It must consider first municipality what should we make the happiness
worker18	#0173	Consumer applicates membership to credit card company
worker18	#0549	31 people have any failure
worker18	#0038	People sufferring from dementia have a joint life
worker24	#0282	The bible has an expression like this.
worker24	#0774	The person him/herself had no intention at all.
worker24	#0782	There's no spirituality that nurtures self-sufficiency in Japan as of yet.
worker24	#0529	I found the soft textile very interesting.
worker24	#0344	He is going to practice for an hour and a half in the gym.
worker24	#0363	We did the venue setting.
worker24	#0353	The municipal government is distributing the administrative data for a fee.
worker24	#0296	The costs of index creation and retrieval form a trade-off relationship.
worker24	#0336	The professor performed a keynote with this theme.
worker24	#0562	He has two things that she likes.
worker37	#0394	We are thinking of 4th December as a plan.
worker37	#0278	There are many scenic spots for autumn leaves that also used for Noh plays the stage in all over Japan.
worker37	#0590	Everybody used to have hope in the future of video game industry. 
worker37	#0011	I think it is a movie of early Showa era
worker37	#0288	At the committee, it is reported to that we would like to complete it in this fiscal year.
worker37	#0476	It is a good balance as it protrudes a bit.
worker37	#0688	A person who have gone through passive life goes out into the world.
worker37	#0327	He checks blood pressure control and medication situation on a regular basis.
worker37	#0143	He gives a good morning kiss on her lips.
worker37	#0451	He checks more products in this category. 
worker38	#0543	I have my own steady idea.
worker38	#0339	A vendor continually repaired the dangerous area.
worker38	#0551	I have children with the same age. 
worker38	#0469	He looked outside world through windows of a coffee house.
worker38	#0705	 The permission from a mayor is required when advertisements are issued.
worker38	#0541	One software have its both functions.
worker38	#0375	The circle of arts displays a piece of work.
worker38	#0474	The second hand of a clock sounds good to my ears.
worker38	#0418	For more derails, please check the homepage of our company.
worker38	#0546	It has a similar structure with female hormone.
worker35	#0359	The program automatically trading stocks
worker35	#0622	Chronic pain, Can treat patients with cancer pain
worker35	#0466	Various people seem to be watching this blog
worker35	#0106	Set the product settings to factory default settings
worker35	#0005	I think that Yamada is a type of person liked by everyone
worker35	#0620	Actually you can experience ramen making
worker35	#0572	Our company has over 30 years experience in many entertainment facilities and commercial facilities
worker35	#0399	Our company think about the health of my house and my family
worker35	#0494	This type has the best balance of sugar content and acidity
worker35	#0357	It automatically calculates the end time
worker1	#0173	Consumers apply to the credit card company.
worker1	#0658	It is difficult not to say anything about the beautiful landscape.
worker1	#0196	150,000,000people go to overseas for travel.
worker1	#0034	30.2 percent of customer use the shopper's opinion.
worker1	#0350	We always make sure the order to the customer.
worker1	#0628	Recently it is difficult to make time for writing blog.
worker1	#0744	It is supported a lot by 30s women.
worker1	#0298	Most bird has at least this kind of thing. 
worker1	#0357	It counts automatically the finish time.
worker1	#0063	The total of budget is 228.4million yen.
worker24	#0663	When I grab change, I become cheerful for no reason.
worker24	#0531	In most cases, such person has absolute self-confidence.
worker24	#0615	Simple and cordless Internet connection via mobile phone is available.
worker24	#0428	He saw the latest news for the first time in a while.
worker24	#0338	He is the one who actively transmits/exchanges the local parenting information.
worker24	#0221	The left-wingers and dissidents had a discussion.
worker24	#0631	Finally I found time to get it organized during the break.
worker24	#0451	He is to see items in this category more closely.
worker24	#0327	He is to perform investigation on the blood pressure control and medication on a regular basis.
worker24	#0374	He is to perform the designated screening for enrollment in advance.
worker0	#0330	We will actively support the local people for activities.
worker0	#0218	From 1st to 15th shall be the transmission period of the tax payment certificate.
worker0	#0643	My head could not keep up with the current situation.
worker0	#0649	I almost have no symptoms of hay fever.
worker0	#0520	The current medical system is very problematic.
worker0	#0320	He says clearly his opinions to teachers and friends.
worker0	#0283	It has a function to promote blood circulation.
worker0	#0627	The shop can eat slowly in a calm atmosphere.
worker0	#0364	In providing this service, the following actions shall not be carried out.
worker0	#0586	He had few accurate information.
worker18	#0232	Pacific league fan I myself  exciting from now
worker18	#0337	He makes manner implementation of the seminar
worker18	#0067	 For the purpose of development and improvement of medical care level of clinical research
worker18	#0070	 Committee of the people did greeting behavior 
worker18	#0626	It can easily change the passwaord
worker18	#0728	2707 points was designated important tangible folk cultural assets of the country
worker18	#0215	He requests the document to each insurance company
worker18	#0719	I accept the question from many people
worker18	#0335	He announced for 18 minute on that title
worker18	#0010	I think it's work of Momoyama period before and after
worker13	#0099	Target person is one who secretly enjoy to disguise himself as a woman.
worker13	#0572	Our company have 30 years over of experience with entertainment and commercial facilities.
worker13	#0381	The local government have to think how people should make happiness.
worker13	#0731	The watercolor class was covered by a magazine.
worker13	#0466	Various persons seem to watch the blog.
worker13	#0676	He went out the ticket gate at the local railway station on his home after going back to home.
worker13	#0348	Please perform category resistration of the information before having resistration for data.
worker13	#0230	The person who saw watched it, warned to him.
worker13	#0635	I rarely write the comments.
worker13	#0739	We have to accept the decision of the town mayor.
worker27	#0347	He consult this company's business bland development.
worker27	#0223	Tha man think that I can everything fall mistake.
worker27	#0702	I receive test of local government timely.
worker27	#0529	I'm interested in souty tooth touch.
worker27	#0393	He thinked change his job at neary company  seriousully.
worker27	#0363	Our company seted place.
worker27	#0336	The professor speaked lecture on this theme.
worker27	#0546	It have simmillar structure on human female horomone.
worker27	#0296	It have trade off between the cost of making index to cost to exmine. 
worker27	#0297	The tax of national humanity have two systems.
worker39	#0717	I received a report that the operation of PTPS started.
worker39	#0371	Education Rebuilding Council make seven recommendations.
worker39	#0294	There are many cases that we can't be evaluated by the field.
worker39	#0181	I feel dizziness due to the strong statement by my boss.
worker39	#0494	This category has a best balance of sugar content and sour taste.
worker39	#0617	We can set of weekly schedule easily.
worker39	#0681	Directory Access Error has ocuurred.
worker39	#0769	There are many misunderstandig patterns.
worker39	#0724	I have already recieved over one thousand of advisement.
worker39	#0143	He kisses her lips in the morning.
worker38	#0066	A staff helps creating works.
worker38	#0366	A staff explains fees and content for new customers in advance.  
worker38	#0526	Many contents were useful for the class immediately.
worker38	#0396	We think about assignment and future direction in terms of environmental problems
worker38	#0334	He makes a continuous improvement for the blog system.  
worker38	#0360	We offer different kinds of services as follows for our employees.
worker38	#0282	There is a word like this in the bible.
worker38	#0329	We do all related works besides it.
worker38	#0716	He receives an explanation of the class from teacher Yamada.
worker38	#0514	Many leading logistic companies in Europe are from England. 
worker24	#0700	If the timing is missed, it won't speed up at all.
worker24	#0328	At university,mainly the following project takes place.
worker24	#0567	Each of them has an atmosphere of its age.
worker24	#0694	A similar scene showed in the movie.
worker24	#0079	Quite a few companies called me to beg.
worker24	#0318	Dropouts are those who have been a part for less than fifteen years and are under the age of 60.
worker24	#0560	Everyone is a level-one certified technician.
worker24	#0590	Anybody had hoped for the future of the game industry.
worker24	#0782	There's no spirituality that nurtures self-sufficiency in Japan as of yet.
worker24	#0100	People who have interest in Africa exchange information and opinions.
worker13	#0011	I guess that that is the movie about early Showa period.
worker13	#0279	Mr. Yamada talked that he had faced tremendous difficult experiences.
worker13	#0562	He ha stwo things that she likes.
worker13	#0339	The workers repaired  the dangerous places as needed.
worker13	#0157	The two actresses attracted male fans’ attention.
worker13	#0135	Many people took picture to remember the time.
worker13	#0365	He will hold a sit-in in front of the Diet and petition members of the Diet, from 11:00 AM to 1:00 PM.
worker13	#0592	All person doesn't have a mobile phone.
worker13	#0029	The time limit is within one year for his plan proposals.
worker13	#0733	I throught that the person in front of me called victory practically.
worker40	#0141	Yesterday, four people gave the award report to the Mayer Yamada.  
worker40	#0624	In anonymous cases, we can't support anything after that. 
worker40	#0193	He'll request the preliminary arguments to the Mayer .
worker40	#0284	Of course, we must maintain confidentiality of information.
worker40	#0692	Sometimes a person like that comes on TV show.
worker40	#0156	We provide this service for the purpose of taking away the burden from your family
worker40	#0404	We should concider the social system that makes it difficult to get guns.
worker40	#0354	He evaluated material and physical properties, and the characteristics of longevity.
worker40	#0378	I'll give directions to users about how to use.
worker40	#0351	At first, he checks the health of them every morning.
worker41	#0612	There were 30 people when I go to the shop at 11 o'clock.
worker41	#0770	There are not such a place around here.
worker41	#0383	I think always all of the time.
worker41	#0536	It's very important for Mr. Yamada.
worker41	#0673	I have a fever near 40 source in a minute.
worker41	#0455	Neighbor saw that the child was taken away.
worker41	#0452	He watch the words written in notice board for collect mail friend.
worker41	#0209	Knavish people feign to foolish boy.
worker41	#0737	56 percent of the corporation obtain a loan.
worker41	#0052	Third year junior high school student have a workshop experienc.
worker42	#0588	Each of them have different flavors and fragrances.
worker42	#0038	People with dementia live together.
worker42	#0326	He is in charge of researching the improvement of processing technology.
worker42	#0105	He works at a building company scaffolding.
worker42	#0308	Mr. Yamada was relieved to tell me.
worker42	#0422	He dreamed of his old days last night which he had not seen for a while.
worker42	#0462	He looked at Yamada's computer screen over his shoulder.
worker42	#0746	Both the workers and the employers have a limited period of time.
worker42	#0285	It is our responsibility and as a director of the hospital, I am responsible for all of it.
worker42	#0185	Everyone is relying on me.
worker24	#0654	He stands up and walks out of the room after that.
worker24	#0377	Staffs performs the engine support on the date of the event.
worker24	#0469	He saw the world outside over the glass window of a tea shop.
worker24	#0407	Cows are staring us with their big round eyes.
worker24	#0709	In order to become a player, a 12-month-education will be taken at school.
worker24	#0718	He receives a job offer from the company first.
worker24	#0564	It has quite an odor eliminating effect.
worker24	#0408	He is just checking to see how the parent's day is going for now.
worker24	#0622	Treatments for a patient with chronic pain and cancer pain are available.
worker24	#0375	Culture-related circles exhibit their works.
worker13	#0721	Most people suffered some damages.
worker13	#0418	Please watch our company URL in detail.
worker13	#0705	You need to get permission from the mayor before doing any advertising.
worker13	#0440	I didn't watch evening show for a long time.
worker13	#0074	The representative of the children expressed thanks words for their parents and grandparents.
